bookKey;bookTitle;year;annoKey;pageLabel;path;position;Column8;pageIndex;Rect;r0;r1;r2;r3
9DT96CCM;Die Frau: Ein Gesundheitsbuch;1950;VUF8IG44;83;C:\Users\annik\Zotero\storage\SCUGQMW3\Buchscan_9DT96CCM.pdf;"{""pageIndex"":45,""rects"":[[89.279,565.144,537.548,815.817]]}";Buchscan_9DT96CCM.pdf;45;89.279,565.144,537.548,815.817;89.279;565.144;537.548;815.817
9DT96CCM;Die Frau: Ein Gesundheitsbuch;1950;SKFHSD8T;84;C:\Users\annik\Zotero\storage\SCUGQMW3\Buchscan_9DT96CCM.pdf;"{""pageIndex"":46,""rects"":[[60.433,529.606,511.587,796.721]]}";Buchscan_9DT96CCM.pdf;46;60.433,529.606,511.587,796.721;60.433;529.606;511.587;796.721
BUWRS4EI;Operative Gynäkologie;1952;SA63EIRN;60;C:\Users\annik\Zotero\storage\45ZUWAMX\Buchscan_BUWRS4EI.pdf;"{""pageIndex"":4,""rects"":[[103.78,250.264,547.01,619.054]]}";Buchscan_BUWRS4EI.pdf;4;103.78,250.264,547.01,619.054;103.78;250.264;547.01;619.054
BUWRS4EI;Operative Gynäkologie;1952;GU87HBJ5;62;C:\Users\annik\Zotero\storage\45ZUWAMX\Buchscan_BUWRS4EI.pdf;"{""pageIndex"":6,""rects"":[[139.011,299.369,523.712,651.6802899025581]]}";Buchscan_BUWRS4EI.pdf;6;139.011,299.369,523.712,651.6802899025581;139.011;299.369;523.712;651.6802899
BUWRS4EI;Operative Gynäkologie;1952;YDXAMFQP;63;C:\Users\annik\Zotero\storage\45ZUWAMX\Buchscan_BUWRS4EI.pdf;"{""pageIndex"":7,""rects"":[[61.162,293.876,483.935,617.775]]}";Buchscan_BUWRS4EI.pdf;7;61.162,293.876,483.935,617.775;61.162;293.876;483.935;617.775
BUWRS4EI;Operative Gynäkologie;1952;ZFQZ7DZN;66;C:\Users\annik\Zotero\storage\45ZUWAMX\Buchscan_BUWRS4EI.pdf;"{""pageIndex"":10,""rects"":[[86.641,45,582.578,778.281]]}";Buchscan_BUWRS4EI.pdf;10;86.641,45,582.578,778.281;86.641;45;582.578;778.281
BUWRS4EI;Operative Gynäkologie;1952;SHEA99GP;68;C:\Users\annik\Zotero\storage\45ZUWAMX\Buchscan_BUWRS4EI.pdf;"{""pageIndex"":12,""rects"":[[97.102,233.08,544.375,651.034]]}";Buchscan_BUWRS4EI.pdf;12;97.102,233.08,544.375,651.034;97.102;233.08;544.375;651.034
BUWRS4EI;Operative Gynäkologie;1952;ZRHZKGGZ;71;C:\Users\annik\Zotero\storage\45ZUWAMX\Buchscan_BUWRS4EI.pdf;"{""pageIndex"":15,""rects"":[[24.83,61.989,538.239,505.852]]}";Buchscan_BUWRS4EI.pdf;15;24.83,61.989,538.239,505.852;24.83;61.989;538.239;505.852
BUWRS4EI;Operative Gynäkologie;1952;26NGUFA5;72;C:\Users\annik\Zotero\storage\45ZUWAMX\Buchscan_BUWRS4EI.pdf;"{""pageIndex"":16,""rects"":[[103.239,281.852,384.83,676.625]]}";Buchscan_BUWRS4EI.pdf;16;103.239,281.852,384.83,676.625;103.239;281.852;384.83;676.625
BUWRS4EI;Operative Gynäkologie;1952;339TXCI2;73;C:\Users\annik\Zotero\storage\45ZUWAMX\Buchscan_BUWRS4EI.pdf;"{""pageIndex"":17,""rects"":[[294.83,455.807,517.102,718.989]]}";Buchscan_BUWRS4EI.pdf;17;294.83,455.807,517.102,718.989;294.83;455.807;517.102;718.989
BUWRS4EI;Operative Gynäkologie;1952;JH8D3RA8;74;C:\Users\annik\Zotero\storage\45ZUWAMX\Buchscan_BUWRS4EI.pdf;"{""pageIndex"":18,""rects"":[[112.102,235.102,371.875,649.08]]}";Buchscan_BUWRS4EI.pdf;18;112.102,235.102,371.875,649.08;112.102;235.102;371.875;649.08
BUWRS4EI;Operative Gynäkologie;1952;7LMSRPX9;74;C:\Users\annik\Zotero\storage\45ZUWAMX\Buchscan_BUWRS4EI.pdf;"{""pageIndex"":18,""rects"":[[378.011,244.648,548.466,500.33]]}";Buchscan_BUWRS4EI.pdf;18;378.011,244.648,548.466,500.33;378.011;244.648;548.466;500.33
4XIVZXJI;Vom Knaben zum Mann: Ein Arzt berät die männliche Jugend;1953;2Q4P9KNJ;19;C:\Users\annik\Zotero\storage\ST6WYHIW\Buchscan_4XIVZXJI.pdf;"{""pageIndex"":7,""rects"":[[82.755,90.114,452.682,400.375]]}";Buchscan_4XIVZXJI.pdf;7;82.755,90.114,452.682,400.375;82.755;90.114;452.682;400.375
UMTFJ8TG;Wie soll ich mein Kind aufklären?;1956;9NTTS289;47;C:\Users\annik\Zotero\storage\3CPKFMMF\Buchscan_UMTFJ8TG.pdf;"{""pageIndex"":6,""rects"":[[99.234,291.509,487.344,609.157]]}";Buchscan_UMTFJ8TG.pdf;6;99.234,291.509,487.344,609.157;99.234;291.509;487.344;609.157
UMTFJ8TG;Wie soll ich mein Kind aufklären?;1956;6AMZDHMH;55;C:\Users\annik\Zotero\storage\3CPKFMMF\Buchscan_UMTFJ8TG.pdf;"{""pageIndex"":14,""rects"":[[88.438,486.984,514.052,804.632]]}";Buchscan_UMTFJ8TG.pdf;14;88.438,486.984,514.052,804.632;88.438;486.984;514.052;804.632
UMTFJ8TG;Wie soll ich mein Kind aufklären?;1956;2YYI7HQG;56;C:\Users\annik\Zotero\storage\3CPKFMMF\Buchscan_UMTFJ8TG.pdf;"{""pageIndex"":15,""rects"":[[95.257,484.711,487.913,801.791]]}";Buchscan_UMTFJ8TG.pdf;15;95.257,484.711,487.913,801.791;95.257;484.711;487.913;801.791
TX48IRE9;Das Hausbuch der Gesundheit;1957;MGE9FTKJ;68;C:\Users\annik\Zotero\storage\WLGUDYW6\Buchscan_TX48IRE9.pdf;"{""pageIndex"":38,""rects"":[[158.8997510961584,216.406,495.3,444.84]]}";Buchscan_TX48IRE9.pdf;38;158.8997510961584,216.406,495.3,444.84;158.8997511;216.406;495.3;444.84
ZU2U7857;Grundriss der Biologie der Körperübungen;1959;3RJR67IW;248;C:\Users\annik\Zotero\storage\L7MGDDWZ\Buchscan_ZU2U7857.pdf;"{""pageIndex"":3,""rects"":[[141.691,349.176,476.544,583]]}";Buchscan_ZU2U7857.pdf;3;141.691,349.176,476.544,583;141.691;349.176;476.544;583
55E5ABJV;Lehrbuch der Anatomie des Menschen;1960;L2XG529Y;291;C:\Users\annik\Zotero\storage\W7JTIHQM\Buchscan_55E5ABJV.pdf;"{""pageIndex"":6,""rects"":[[45.069,92.111,486.736,761.903]]}";Buchscan_55E5ABJV.pdf;6;45.069,92.111,486.736,761.903;45.069;92.111;486.736;761.903
55E5ABJV;Lehrbuch der Anatomie des Menschen;1960;7ZK5AFWR;336;C:\Users\annik\Zotero\storage\W7JTIHQM\Buchscan_55E5ABJV.pdf;"{""pageIndex"":9,""rects"":[[69.83,315.42,573.693,754.284]]}";Buchscan_55E5ABJV.pdf;9;69.83,315.42,573.693,754.284;69.83;315.42;573.693;754.284
55E5ABJV;Lehrbuch der Anatomie des Menschen;1960;KHAFG7HQ;338;C:\Users\annik\Zotero\storage\W7JTIHQM\Buchscan_55E5ABJV.pdf;"{""pageIndex"":11,""rects"":[[101.875,87.705,499.375,322.25]]}";Buchscan_55E5ABJV.pdf;11;101.875,87.705,499.375,322.25;101.875;87.705;499.375;322.25
55E5ABJV;Lehrbuch der Anatomie des Menschen;1960;GFZUF3ML;341;C:\Users\annik\Zotero\storage\W7JTIHQM\Buchscan_55E5ABJV.pdf;"{""pageIndex"":14,""rects"":[[15.966,88.432,542.33,514.568]]}";Buchscan_55E5ABJV.pdf;14;15.966,88.432,542.33,514.568;15.966;88.432;542.33;514.568
B383AQBM;Handbuch der Haut- und Geschlechtskrankheiten;1961;R88XSHUR;301;C:\Users\annik\Zotero\storage\WUMNB8F8\Buchscan_B383AQBM.pdf;"{""pageIndex"":4,""rects"":[[230.498,489.257,486.776,676.209]]}";Buchscan_B383AQBM.pdf;4;230.498,489.257,486.776,676.209;230.498;489.257;486.776;676.209
GQX8X7A4;Beschreibende und funktionelle Anatomie des Menschen;1962;JIE3DW8H;7;C:\Users\annik\Zotero\storage\EGJMEFQ4\Buchscan_GQX8X7A4.pdf;"{""pageIndex"":6,""rects"":[[50.365,105.646,514.052,385.222]]}";Buchscan_GQX8X7A4.pdf;6;50.365,105.646,514.052,385.222;50.365;105.646;514.052;385.222
W6K22MEC;Die vier Schlüssel zum beglückenden Liebesleben;1965;JUJ7V5BL;?;C:\Users\annik\Zotero\storage\E5QYEW39\Buchscan_W6K22MEC.pdf;"{""pageIndex"":55,""rects"":[[80.903,378.542,510.069,806.042]]}";Buchscan_W6K22MEC.pdf;55;80.903,378.542,510.069,806.042;80.903;378.542;510.069;806.042
W6K22MEC;Die vier Schlüssel zum beglückenden Liebesleben;1965;2HAYC7QJ;?;C:\Users\annik\Zotero\storage\E5QYEW39\Buchscan_W6K22MEC.pdf;"{""pageIndex"":56,""rects"":[[71.736,433.153,526.736,789.819]]}";Buchscan_W6K22MEC.pdf;56;71.736,433.153,526.736,789.819;71.736;433.153;526.736;789.819
W6K22MEC;Die vier Schlüssel zum beglückenden Liebesleben;1965;LFXYW2ER;?;C:\Users\annik\Zotero\storage\E5QYEW39\Buchscan_W6K22MEC.pdf;"{""pageIndex"":56,""rects"":[[90.903,33.153,478.403,412.3194274902344]]}";Buchscan_W6K22MEC.pdf;56;90.903,33.153,478.403,412.3194274902344;90.903;33.153;478.403;412.3194275
4BZQSBPT;Bau und Funktionen des menschlichen Körpers: Einführung in d. Anatomie u. Physiologie d. Menschen f. Hörer aller Fakultäten u.f. ärztl. Hilfskräfte;1966;H2EAJIG2;108;C:\Users\annik\Zotero\storage\EUQ7IC8L\Buchscan_4BZQSBPT.pdf;"{""pageIndex"":4,""rects"":[[97.784,278.261,399.148,778.091]]}";Buchscan_4BZQSBPT.pdf;4;97.784,278.261,399.148,778.091;97.784;278.261;399.148;778.091
4BZQSBPT;Bau und Funktionen des menschlichen Körpers: Einführung in d. Anatomie u. Physiologie d. Menschen f. Hörer aller Fakultäten u.f. ärztl. Hilfskräfte;1966;7E9FSA9W;113;C:\Users\annik\Zotero\storage\EUQ7IC8L\Buchscan_4BZQSBPT.pdf;"{""pageIndex"":9,""rects"":[[39.148,328.034,513.693,775.307]]}";Buchscan_4BZQSBPT.pdf;9;39.148,328.034,513.693,775.307;39.148;328.034;513.693;775.307
FRAK6SZ4;Liebe und Hunger: Die Urtriebe im Licht d. Zukunft;1967;56WD8RGN;7;C:\Users\annik\Zotero\storage\H2HCYXDS\Buchscan_FRAK6SZ4.pdf;"{""pageIndex"":6,""rects"":[[110.903,534.542,444.236,760.375]]}";Buchscan_FRAK6SZ4.pdf;6;110.903,534.542,444.236,760.375;110.903;534.542;444.236;760.375
K9PE7T2R;Das grosse Reader's Digest Gesundheitsbuch: Ein umfassendes Nachschlagewerk f. gesunde u. kranke Tage;1968;U555ZYDB;713;C:\Users\annik\Zotero\storage\9MI8MLEI\Buchscan_K9PE7T2R.pdf;"{""pageIndex"":17,""rects"":[[29.063,46.187,586.313,444.437]]}";Buchscan_K9PE7T2R.pdf;17;29.063,46.187,586.313,444.437;29.063;46.187;586.313;444.437
K9PE7T2R;Das grosse Reader's Digest Gesundheitsbuch: Ein umfassendes Nachschlagewerk f. gesunde u. kranke Tage;1968;HTFUE87W;792;C:\Users\annik\Zotero\storage\9MI8MLEI\Buchscan_K9PE7T2R.pdf;"{""pageIndex"":35,""rects"":[[104.813,644.687,571.313,805.187]]}";Buchscan_K9PE7T2R.pdf;35;104.813,644.687,571.313,805.187;104.813;644.687;571.313;805.187
ARTXH4WJ;Erkunden und erkennen;1968;26976VXX;153;C:\Users\annik\Zotero\storage\KKU77Y4A\Buchscan_ARTXH4WJ.pdf;"{""pageIndex"":4,""rects"":[[43.92,84.682,281.875,401.727]]}";Buchscan_ARTXH4WJ.pdf;4;43.92,84.682,281.875,401.727;43.92;84.682;281.875;401.727
ARTXH4WJ;Erkunden und erkennen;1968;I78KDZXU;155;C:\Users\annik\Zotero\storage\KKU77Y4A\Buchscan_ARTXH4WJ.pdf;"{""pageIndex"":6,""rects"":[[333.875,85.958,512.875,381.9583435058594]]}";Buchscan_ARTXH4WJ.pdf;6;333.875,85.958,512.875,381.9583435058594;333.875;85.958;512.875;381.9583435
HWG42M5E;Unser Körper: von d. Zelle bis zum Menschen;1972;D42PSTCP;46;C:\Users\annik\Zotero\storage\YGBJX97T\Buchscan_HWG42M5E.pdf;"{""pageIndex"":4,""rects"":[[46.956,460.656,303.802,783.986]]}";Buchscan_HWG42M5E.pdf;4;46.956,460.656,303.802,783.986;46.956;460.656;303.802;783.986
3A58FNHM;Lehrbuch der Naturgeschichte;1973;EUXTQXI5;70;C:\Users\annik\Zotero\storage\BY58XF8I\Höbenreich - 1997 - Annona juristische Aspekte der Stadtrömischen Lebensmittelversorgung im Prinzipat.pdf;"{""pageIndex"":4,""rects"":[[112.933,55.962,387.548,409.038]]}";Höbenreich - 1997 - Annona juristische Aspekte der Stadtrömischen Lebensmittelversorgung im Prinzipat.pdf;4;112.933,55.962,387.548,409.038;112.933;55.962;387.548;409.038
6KUT8NA5;Der menschliche Körper: photograph. Atlas d. Anatomie;1975;KN5J94XB;62;C:\Users\annik\Zotero\storage\W437ACSS\Yokochi und Rohen - 1971 - Der menschliche Körper photograph. Atlas d. Anatomie.pdf;"{""pageIndex"":3,""rects"":[[0,487.979,569.74,837.875]]}";Yokochi und Rohen - 1971 - Der menschliche Körper photograph. Atlas d. Anatomie.pdf;3;0,487.979,569.74,837.875;0;487.979;569.74;837.875
6KUT8NA5;Der menschliche Körper: photograph. Atlas d. Anatomie;1975;K24YEFI4;62;C:\Users\annik\Zotero\storage\W437ACSS\Yokochi und Rohen - 1971 - Der menschliche Körper photograph. Atlas d. Anatomie.pdf;"{""pageIndex"":3,""rects"":[[73.125,4.058,586.587,350.212]]}";Yokochi und Rohen - 1971 - Der menschliche Körper photograph. Atlas d. Anatomie.pdf;3;73.125,4.058,586.587,350.212;73.125;4.058;586.587;350.212
6KUT8NA5;Der menschliche Körper: photograph. Atlas d. Anatomie;1975;BGZTXMFB;63;C:\Users\annik\Zotero\storage\W437ACSS\Yokochi und Rohen - 1971 - Der menschliche Körper photograph. Atlas d. Anatomie.pdf;"{""pageIndex"":4,""rects"":[[408.3173076923077,374.673,555.433,782.9423088660607]]}";Yokochi und Rohen - 1971 - Der menschliche Körper photograph. Atlas d. Anatomie.pdf;4;408.3173076923077,374.673,555.433,782.9423088660607;408.3173077;374.673;555.433;782.9423089
6KUT8NA5;Der menschliche Körper: photograph. Atlas d. Anatomie;1975;W7SD28B6;63;C:\Users\annik\Zotero\storage\W437ACSS\Yokochi und Rohen - 1971 - Der menschliche Körper photograph. Atlas d. Anatomie.pdf;"{""pageIndex"":4,""rects"":[[26.971,291.01922900860126,173.51,657.942]]}";Yokochi und Rohen - 1971 - Der menschliche Körper photograph. Atlas d. Anatomie.pdf;4;26.971,291.01922900860126,173.51,657.942;26.971;291.019229;173.51;657.942
6KUT8NA5;Der menschliche Körper: photograph. Atlas d. Anatomie;1975;7AC28EN6;63;C:\Users\annik\Zotero\storage\W437ACSS\Yokochi und Rohen - 1971 - Der menschliche Körper photograph. Atlas d. Anatomie.pdf;"{""pageIndex"":4,""rects"":[[175.817,209.096,403.125,659.481]]}";Yokochi und Rohen - 1971 - Der menschliche Körper photograph. Atlas d. Anatomie.pdf;4;175.817,209.096,403.125,659.481;175.817;209.096;403.125;659.481
TZCB6XEX;Strahlentherapie: radiolog. Onkologie;1976;8UWAEM5M;578;C:\Users\annik\Zotero\storage\FMRGZM5R\Buchscan_TZCB6XEX.pdf;"{""pageIndex"":7,""rects"":[[94.12,522.026,551.556,768.075]]}";Buchscan_TZCB6XEX.pdf;7;94.12,522.026,551.556,768.075;94.12;522.026;551.556;768.075
8PJREFQI;Was Mädchen nicht zu fragen wagen - und was auch Jungen gerne wüßten;1979;ZKE76ATB;23;C:\Users\annik\Zotero\storage\UB9UDLCY\Buchscan_8PJREFQI.pdf;"{""pageIndex"":18,""rects"":[[69.563,69.75,505.313,438]]}";Buchscan_8PJREFQI.pdf;18;69.563,69.75,505.313,438;69.563;69.75;505.313;438
8PJREFQI;Was Mädchen nicht zu fragen wagen - und was auch Jungen gerne wüßten;1979;DGYE2LRC;26;C:\Users\annik\Zotero\storage\UB9UDLCY\Buchscan_8PJREFQI.pdf;"{""pageIndex"":21,""rects"":[[114.563,199.125,524.8125,508.875]]}";Buchscan_8PJREFQI.pdf;21;114.563,199.125,524.8125,508.875;114.563;199.125;524.8125;508.875
8PJREFQI;Was Mädchen nicht zu fragen wagen - und was auch Jungen gerne wüßten;1979;WPS3ITNQ;63;C:\Users\annik\Zotero\storage\UB9UDLCY\Buchscan_8PJREFQI.pdf;"{""pageIndex"":58,""rects"":[[30.804,128.982,537.589,792.196]]}";Buchscan_8PJREFQI.pdf;58;30.804,128.982,537.589,792.196;30.804;128.982;537.589;792.196
FXBEHWRM;Liebe, Lust, Leidenschaft: Schule d. Liebeskunst;1982;KXQF5H8H;57;C:\Users\annik\Zotero\storage\GIHSTEFQ\Buchscan_FXBEHWRM.pdf;"{""pageIndex"":8,""rects"":[[52.07,101.81,499.277,490.299]]}";Buchscan_FXBEHWRM.pdf;8;52.07,101.81,499.277,490.299;52.07;101.81;499.277;490.299
ZNQE2GX6;Gynäkologische Onkologie: für d. Praxis;1984;JYSMUMCX;225;C:\Users\annik\Zotero\storage\T7U2F5MZ\Buchscan_ZNQE2GX6.pdf;"{""pageIndex"":3,""rects"":[[26.499,91.866,539.054,452.132]]}";Buchscan_ZNQE2GX6.pdf;3;26.499,91.866,539.054,452.132;26.499;91.866;539.054;452.132
ZNQE2GX6;Gynäkologische Onkologie: für d. Praxis;1984;5F3H4M4J;228;C:\Users\annik\Zotero\storage\T7U2F5MZ\Buchscan_ZNQE2GX6.pdf;"{""pageIndex"":6,""rects"":[[60.594,374.851,307.779,783.418]]}";Buchscan_ZNQE2GX6.pdf;6;60.594,374.851,307.779,783.418;60.594;374.851;307.779;783.418
ZNQE2GX6;Gynäkologische Onkologie: für d. Praxis;1984;L7G9AT27;229;C:\Users\annik\Zotero\storage\T7U2F5MZ\Buchscan_ZNQE2GX6.pdf;"{""pageIndex"":7,""rects"":[[276.526,125.014,526.553,513.692]]}";Buchscan_ZNQE2GX6.pdf;7;276.526,125.014,526.553,513.692;276.526;125.014;526.553;513.692
ZNQE2GX6;Gynäkologische Onkologie: für d. Praxis;1984;GKY98EH7;231;C:\Users\annik\Zotero\storage\T7U2F5MZ\Buchscan_ZNQE2GX6.pdf;"{""pageIndex"":9,""rects"":[[21.95312947453679,354.063,270.275,782.092]]}";Buchscan_ZNQE2GX6.pdf;9;21.95312947453679,354.063,270.275,782.092;21.95312947;354.063;270.275;782.092
ZNQE2GX6;Gynäkologische Onkologie: für d. Praxis;1984;VWDI34XI;231;C:\Users\annik\Zotero\storage\T7U2F5MZ\Buchscan_ZNQE2GX6.pdf;"{""pageIndex"":9,""rects"":[[279.936,363.723,522.007,748.424]]}";Buchscan_ZNQE2GX6.pdf;9;279.936,363.723,522.007,748.424;279.936;363.723;522.007;748.424
ZNQE2GX6;Gynäkologische Onkologie: für d. Praxis;1984;WIWAUPSH;233;C:\Users\annik\Zotero\storage\T7U2F5MZ\Buchscan_ZNQE2GX6.pdf;"{""pageIndex"":12,""rects"":[[279.367,336.826,529.394,767.555]]}";Buchscan_ZNQE2GX6.pdf;12;279.367,336.826,529.394,767.555;279.367;336.826;529.394;767.555
ZNQE2GX6;Gynäkologische Onkologie: für d. Praxis;1984;CZXJXYH5;234;C:\Users\annik\Zotero\storage\T7U2F5MZ\Buchscan_ZNQE2GX6.pdf;"{""pageIndex"":13,""rects"":[[64.00312947453679,359.177,312.894,780.814]]}";Buchscan_ZNQE2GX6.pdf;13;64.00312947453679,359.177,312.894,780.814;64.00312947;359.177;312.894;780.814
ZNQE2GX6;Gynäkologische Onkologie: für d. Praxis;1984;PUK5PSQL;236;C:\Users\annik\Zotero\storage\T7U2F5MZ\Buchscan_ZNQE2GX6.pdf;"{""pageIndex"":15,""rects"":[[63.177,354.6874961853027,311.92707061767584,780.312]]}";Buchscan_ZNQE2GX6.pdf;15;63.177,354.6874961853027,311.92707061767584,780.312;63.177;354.6874962;311.9270706;780.312
ZNQE2GX6;Gynäkologische Onkologie: für d. Praxis;1984;TAMBVPST;237;C:\Users\annik\Zotero\storage\T7U2F5MZ\Buchscan_ZNQE2GX6.pdf;"{""pageIndex"":16,""rects"":[[276.9270706176758,397.042,523.177,782.042]]}";Buchscan_ZNQE2GX6.pdf;16;276.9270706176758,397.042,523.177,782.042;276.9270706;397.042;523.177;782.042
ZNQE2GX6;Gynäkologische Onkologie: für d. Praxis;1984;87M8FN9G;240;C:\Users\annik\Zotero\storage\T7U2F5MZ\Buchscan_ZNQE2GX6.pdf;"{""pageIndex"":20,""rects"":[[65.677,431.979,571.927,785.729]]}";Buchscan_ZNQE2GX6.pdf;20;65.677,431.979,571.927,785.729;65.677;431.979;571.927;785.729
ZNQE2GX6;Gynäkologische Onkologie: für d. Praxis;1984;VT23UYPS;242;C:\Users\annik\Zotero\storage\T7U2F5MZ\Buchscan_ZNQE2GX6.pdf;"{""pageIndex"":22,""rects"":[[61.927,378.146,306.302,781.896]]}";Buchscan_ZNQE2GX6.pdf;22;61.927,378.146,306.302,781.896;61.927;378.146;306.302;781.896
KI7JXJSZ;Lebendige Morphologie;1985;CHRHGVJK;100;C:\Users\annik\Zotero\storage\I8E7NKTD\Buchscan_KI7JXJSZ.pdf;"{""pageIndex"":4,""rects"":[[74.232,55.167,512.915,470.505]]}";Buchscan_KI7JXJSZ.pdf;4;74.232,55.167,512.915,470.505;74.232;55.167;512.915;470.505
PNRCDS3G;Pädiatrische Differentialdiagnose;1986;HBIKTVTS;206;C:\Users\annik\Zotero\storage\KL9295XQ\Buchscan_PNRCDS3G.pdf;"{""pageIndex"":6,""rects"":[[68.466,178.27272727272728,562.102,800.773]]}";Buchscan_PNRCDS3G.pdf;6;68.466,178.27272727272728,562.102,800.773;68.466;178.2727273;562.102;800.773
PNRCDS3G;Pädiatrische Differentialdiagnose;1986;HIGSXNDF;207;C:\Users\annik\Zotero\storage\KL9295XQ\Buchscan_PNRCDS3G.pdf;"{""pageIndex"":7,""rects"":[[30.965922962535505,521.318,537.557,796.091]]}";Buchscan_PNRCDS3G.pdf;7;30.965922962535505,521.318,537.557,796.091;30.96592296;521.318;537.557;796.091
PNRCDS3G;Pädiatrische Differentialdiagnose;1986;A9IMUWVB;210;C:\Users\annik\Zotero\storage\KL9295XQ\Buchscan_PNRCDS3G.pdf;"{""pageIndex"":10,""rects"":[[64.154,60.846,276.801,288.051]]}";Buchscan_PNRCDS3G.pdf;10;64.154,60.846,276.801,288.051;64.154;60.846;276.801;288.051
PNRCDS3G;Pädiatrische Differentialdiagnose;1986;QZGR647A;211;C:\Users\annik\Zotero\storage\KL9295XQ\Buchscan_PNRCDS3G.pdf;"{""pageIndex"":11,""rects"":[[285.069,215.722,522.569,791.625]]}";Buchscan_PNRCDS3G.pdf;11;285.069,215.722,522.569,791.625;285.069;215.722;522.569;791.625
IZ8R2RTK;Geschichte der gynäkologischen Urologie;1987;3YMDEVTK;34;C:\Users\annik\Zotero\storage\6PCGZ3HT\Buchscan_IZ8R2RTK.pdf;"{""pageIndex"":6,""rects"":[[82.187,427.319,536.213,789.858]]}";Buchscan_IZ8R2RTK.pdf;6;82.187,427.319,536.213,789.858;82.187;427.319;536.213;789.858
IZ8R2RTK;Geschichte der gynäkologischen Urologie;1987;AR4EFRLM;41;C:\Users\annik\Zotero\storage\6PCGZ3HT\Buchscan_IZ8R2RTK.pdf;"{""pageIndex"":13,""rects"":[[42.563,329.687,490.313,793.5]]}";Buchscan_IZ8R2RTK.pdf;13;42.563,329.687,490.313,793.5;42.563;329.687;490.313;793.5
MEPNKE3H;Mensch und Gesellschaft;1988;XC6EKWKN;71;C:\Users\annik\Zotero\storage\EQ4ELGTN\Buchscan_MEPNKE3H.pdf;"{""pageIndex"":6,""rects"":[[17.39,60.118,252.978,306.2941176470588]]}";Buchscan_MEPNKE3H.pdf;6;17.39,60.118,252.978,306.2941176470588;17.39;60.118;252.978;306.2941176
MEPNKE3H;Mensch und Gesellschaft;1988;HTPS56JQ;72;C:\Users\annik\Zotero\storage\EQ4ELGTN\Buchscan_MEPNKE3H.pdf;"{""pageIndex"":7,""rects"":[[264.522,43.801,586.581,219.38967715992644]]}";Buchscan_MEPNKE3H.pdf;7;264.522,43.801,586.581,219.38967715992644;264.522;43.801;586.581;219.3896772
MEPNKE3H;Mensch und Gesellschaft;1988;6WTIFULC;72;C:\Users\annik\Zotero\storage\EQ4ELGTN\Buchscan_MEPNKE3H.pdf;"{""pageIndex"":7,""rects"":[[307.316,222.772,577.316,538.654]]}";Buchscan_MEPNKE3H.pdf;7;307.316,222.772,577.316,538.654;307.316;222.772;577.316;538.654
MEPNKE3H;Mensch und Gesellschaft;1988;Q7QWY8DJ;73;C:\Users\annik\Zotero\storage\EQ4ELGTN\Buchscan_MEPNKE3H.pdf;"{""pageIndex"":8,""rects"":[[330.699,544.507,567.61,805.684]]}";Buchscan_MEPNKE3H.pdf;8;330.699,544.507,567.61,805.684;330.699;544.507;567.61;805.684
MEPNKE3H;Mensch und Gesellschaft;1988;FPDVIQ4V;74;C:\Users\annik\Zotero\storage\EQ4ELGTN\Buchscan_MEPNKE3H.pdf;"{""pageIndex"":9,""rects"":[[24.087,221.933,575.625,538.087]]}";Buchscan_MEPNKE3H.pdf;9;24.087,221.933,575.625,538.087;24.087;221.933;575.625;538.087
MEPNKE3H;Mensch und Gesellschaft;1988;9IXD8UF9;75;C:\Users\annik\Zotero\storage\EQ4ELGTN\Buchscan_MEPNKE3H.pdf;"{""pageIndex"":10,""rects"":[[329.3382352941177,546.471,575.074,797.941]]}";Buchscan_MEPNKE3H.pdf;10;329.3382352941177,546.471,575.074,797.941;329.3382353;546.471;575.074;797.941
MEPNKE3H;Mensch und Gesellschaft;1988;X2A9TKHE;75;C:\Users\annik\Zotero\storage\EQ4ELGTN\Buchscan_MEPNKE3H.pdf;"{""pageIndex"":10,""rects"":[[15.433,227.452,568.125,534.375]]}";Buchscan_MEPNKE3H.pdf;10;15.433,227.452,568.125,534.375;15.433;227.452;568.125;534.375
MEPNKE3H;Mensch und Gesellschaft;1988;NUDA38D6;77;C:\Users\annik\Zotero\storage\EQ4ELGTN\Buchscan_MEPNKE3H.pdf;"{""pageIndex"":12,""rects"":[[337.105,54.566,574.112,220.355]]}";Buchscan_MEPNKE3H.pdf;12;337.105,54.566,574.112,220.355;337.105;54.566;574.112;220.355
MEPNKE3H;Mensch und Gesellschaft;1988;5LU2FYUZ;78;C:\Users\annik\Zotero\storage\EQ4ELGTN\Buchscan_MEPNKE3H.pdf;"{""pageIndex"":13,""rects"":[[24.542,218.333,571.542,534.333]]}";Buchscan_MEPNKE3H.pdf;13;24.542,218.333,571.542,534.333;24.542;218.333;571.542;534.333
XZPEBSMQ;Sexuell übertragbare Krankheiten;1990;X7X7TM9T;65;C:\Users\annik\Zotero\storage\2LU7FRUI\Buchscan_XZPEBSMQ.pdf;"{""pageIndex"":25,""rects"":[[44.732,441.429,466.875,778.929]]}";Buchscan_XZPEBSMQ.pdf;25;44.732,441.429,466.875,778.929;44.732;441.429;466.875;778.929
