bookKey;bookTitle;year;annoKey;pageLabel;path;position;Column8;pageIndex;Rect;r0;r1;r2;r3
XZPEBSMQ;Sexuell übertragbare Krankheiten;1990;GRS3TZYH;76;C:\Users\annik\Zotero\storage\2LU7FRUI\Buchscan_XZPEBSMQ.pdf;"{""pageIndex"":36,""rects"":[[45.433,68.163,279.663,450.663]]}";Buchscan_XZPEBSMQ.pdf;36;45.433,68.163,279.663,450.663;45.433;68.163;279.663;450.663
XZPEBSMQ;Sexuell übertragbare Krankheiten;1990;GSEWV43N;124;C:\Users\annik\Zotero\storage\2LU7FRUI\Buchscan_XZPEBSMQ.pdf;"{""pageIndex"":84,""rects"":[[73.702,411.5,551.394,768.038]]}";Buchscan_XZPEBSMQ.pdf;84;73.702,411.5,551.394,768.038;73.702;411.5;551.394;768.038
XZPEBSMQ;Sexuell übertragbare Krankheiten;1990;7F5MKMXC;146;C:\Users\annik\Zotero\storage\2LU7FRUI\Buchscan_XZPEBSMQ.pdf;"{""pageIndex"":106,""rects"":[[45.069,161.486,505.069,770.097]]}";Buchscan_XZPEBSMQ.pdf;106;45.069,161.486,505.069,770.097;45.069;161.486;505.069;770.097
XU4JUW6R;Dein Körper - Deine Gefühle: für Jugendliche über Sexualität und Verhütung;1992;TAMUUX54;25;C:\Users\annik\Zotero\storage\WCRIRA9T\Buchscan_XU4JUW6R.pdf;"{""pageIndex"":21,""rects"":[[71.39,489.068,531.099,786.8274803677119]]}";Buchscan_XU4JUW6R.pdf;21;71.39,489.068,531.099,786.8274803677119;71.39;489.068;531.099;786.8274804
XU4JUW6R;Dein Körper - Deine Gefühle: für Jugendliche über Sexualität und Verhütung;1992;QN7Z5FFK;25;C:\Users\annik\Zotero\storage\WCRIRA9T\Buchscan_XU4JUW6R.pdf;"{""pageIndex"":21,""rects"":[[67.981,178.428,542.464,474.483]]}";Buchscan_XU4JUW6R.pdf;21;67.981,178.428,542.464,474.483;67.981;178.428;542.464;474.483
XU4JUW6R;Dein Körper - Deine Gefühle: für Jugendliche über Sexualität und Verhütung;1992;7MAIFAJE;26;C:\Users\annik\Zotero\storage\WCRIRA9T\Buchscan_XU4JUW6R.pdf;"{""pageIndex"":22,""rects"":[[103.212,133.727,525.417,505.926]]}";Buchscan_XU4JUW6R.pdf;22;103.212,133.727,525.417,505.926;103.212;133.727;525.417;505.926
XU4JUW6R;Dein Körper - Deine Gefühle: für Jugendliche über Sexualität und Verhütung;1992;PLYCR24R;27;C:\Users\annik\Zotero\storage\WCRIRA9T\Buchscan_XU4JUW6R.pdf;"{""pageIndex"":23,""rects"":[[75.936,101.337,541.896,456.489]]}";Buchscan_XU4JUW6R.pdf;23;75.936,101.337,541.896,456.489;75.936;101.337;541.896;456.489
XBZSN3EB;Neuro- und Sinnesphysiologie: mit 11 Tabellen;1993;JIXT8YEJ;184;C:\Users\annik\Zotero\storage\9633EFKC\Buchscan_XBZSN3EB.pdf;"{""pageIndex"":6,""rects"":[[48.661,63.643,545.305,375.609]]}";Buchscan_XBZSN3EB.pdf;6;48.661,63.643,545.305,375.609;48.661;63.643;545.305;375.609
QC5PQ8DF;Die Behandlung des Vulvakarzinoms an der Universitäts-Frauenklinik der Friedrich-Schiller-Universität Jena in den Jahren 1976 bis 1989;1994;ET4A69F3;9;C:\Users\annik\Zotero\storage\33XNRWMB\Buchscan_QC5PQ8DF.pdf;"{""pageIndex"":7,""rects"":[[48.092318663725976,163.51199324324318,298.119,630.75]]}";Buchscan_QC5PQ8DF.pdf;7;48.092318663725976,163.51199324324318,298.119,630.75;48.09231866;163.5119932;298.119;630.75
QC5PQ8DF;Die Behandlung des Vulvakarzinoms an der Universitäts-Frauenklinik der Friedrich-Schiller-Universität Jena in den Jahren 1976 bis 1989;1994;F6ZWMAWW;9;C:\Users\annik\Zotero\storage\33XNRWMB\Buchscan_QC5PQ8DF.pdf;"{""pageIndex"":7,""rects"":[[295.84637271778,174.3086148648648,554.397,632.502]]}";Buchscan_QC5PQ8DF.pdf;7;295.84637271778,174.3086148648648,554.397,632.502;295.8463727;174.3086149;554.397;632.502
QC5PQ8DF;Die Behandlung des Vulvakarzinoms an der Universitäts-Frauenklinik der Friedrich-Schiller-Universität Jena in den Jahren 1976 bis 1989;1994;AUGZ3HUX;22;C:\Users\annik\Zotero\storage\33XNRWMB\Buchscan_QC5PQ8DF.pdf;"{""pageIndex"":20,""rects"":[[34.454,260.303,487.344,566.586]]}";Buchscan_QC5PQ8DF.pdf;20;34.454,260.303,487.344,566.586;34.454;260.303;487.344;566.586
QC5PQ8DF;Die Behandlung des Vulvakarzinoms an der Universitäts-Frauenklinik der Friedrich-Schiller-Universität Jena in den Jahren 1976 bis 1989;1994;MZYRQW29;29;C:\Users\annik\Zotero\storage\33XNRWMB\Buchscan_QC5PQ8DF.pdf;"{""pageIndex"":27,""rects"":[[35.023,434.375,560.079,723.042]]}";Buchscan_QC5PQ8DF.pdf;27;35.023,434.375,560.079,723.042;35.023;434.375;560.079;723.042
QC5PQ8DF;Die Behandlung des Vulvakarzinoms an der Universitäts-Frauenklinik der Friedrich-Schiller-Universität Jena in den Jahren 1976 bis 1989;1994;AEIET9UE;35;C:\Users\annik\Zotero\storage\33XNRWMB\Buchscan_QC5PQ8DF.pdf;"{""pageIndex"":33,""rects"":[[10.313,161.438,578.063,672.938]]}";Buchscan_QC5PQ8DF.pdf;33;10.313,161.438,578.063,672.938;10.313;161.438;578.063;672.938
VF2PAZFF;Mars, Venus und Eros: Männer lieben anders, Frauen auch;1996;WU8URMU7;118;C:\Users\annik\Zotero\storage\J5CS9Y7K\Buchscan_VF2PAZFF.pdf;"{""pageIndex"":114,""rects"":[[83.892,467.759,465.183,817.228]]}";Buchscan_VF2PAZFF.pdf;114;83.892,467.759,465.183,817.228;83.892;467.759;465.183;817.228
VF2PAZFF;Mars, Venus und Eros: Männer lieben anders, Frauen auch;1996;NABA9RTU;121;C:\Users\annik\Zotero\storage\J5CS9Y7K\Buchscan_VF2PAZFF.pdf;"{""pageIndex"":117,""rects"":[[121.396,498.255,495.3,809.652]]}";Buchscan_VF2PAZFF.pdf;117;121.396,498.255,495.3,809.652;121.396;498.255;495.3;809.652
48MPV2WA;Wo es keinen Arzt gibt: medizinisches Gesundheitshandbuch zur Hilfe und Selbsthilfe auf Reisen = (Where there is no doctor);1998;RXCRA5F3;200;C:\Users\annik\Zotero\storage\JYG7VAIM\Buchscan_48MPV2WA.pdf;"{""pageIndex"":3,""rects"":[[64.571,50.005,551.556,248.891]]}";Buchscan_48MPV2WA.pdf;3;64.571,50.005,551.556,248.891;64.571;50.005;551.556;248.891
4U5ZMJID;Sexualität und Partnerschaft;1999;N7DPR6HH;56;C:\Users\annik\Zotero\storage\FH8YHVZW\Stoppard und Stoppard - 1999 - Sexualität und Partnerschaft.pdf;"{""pageIndex"":41,""rects"":[[316.303,347.954,547.578,652.533]]}";Stoppard und Stoppard - 1999 - Sexualität und Partnerschaft.pdf;41;316.303,347.954,547.578,652.533;316.303;347.954;547.578;652.533
4U5ZMJID;Sexualität und Partnerschaft;1999;ASK78D3Y;56;C:\Users\annik\Zotero\storage\FH8YHVZW\Stoppard und Stoppard - 1999 - Sexualität und Partnerschaft.pdf;"{""pageIndex"":41,""rects"":[[317.44,45.83829984922659,541.327,336.211]]}";Stoppard und Stoppard - 1999 - Sexualität und Partnerschaft.pdf;41;317.44,45.83829984922659,541.327,336.211;317.44;45.83829985;541.327;336.211
4U5ZMJID;Sexualität und Partnerschaft;1999;7MRHGLGC;73;C:\Users\annik\Zotero\storage\FH8YHVZW\Stoppard und Stoppard - 1999 - Sexualität und Partnerschaft.pdf;"{""pageIndex"":58,""rects"":[[9.236,49.597,588.403,527.931]]}";Stoppard und Stoppard - 1999 - Sexualität und Partnerschaft.pdf;58;9.236,49.597,588.403,527.931;9.236;49.597;588.403;527.931
4U5ZMJID;Sexualität und Partnerschaft;1999;QSEBBV7M;78;C:\Users\annik\Zotero\storage\FH8YHVZW\Stoppard und Stoppard - 1999 - Sexualität und Partnerschaft.pdf;"{""pageIndex"":63,""rects"":[[46.736,602.514,520.903,787.514]]}";Stoppard und Stoppard - 1999 - Sexualität und Partnerschaft.pdf;63;46.736,602.514,520.903,787.514;46.736;602.514;520.903;787.514
D5CMJDJA;Praxishandbuch Medizin & Gesundheit: Wissen, Ratschläge, Selbsthilfe;2001;KWUXZ83Q;731;C:\Users\annik\Zotero\storage\349EEBJF\Buchscan_D5CMJDJA.pdf;"{""pageIndex"":15,""rects"":[[38.466,220.455,579.83,620.682]]}";Buchscan_D5CMJDJA.pdf;15;38.466,220.455,579.83,620.682;38.466;220.455;579.83;620.682
D5CMJDJA;Praxishandbuch Medizin & Gesundheit: Wissen, Ratschläge, Selbsthilfe;2001;2I7N6PEX;731;C:\Users\annik\Zotero\storage\349EEBJF\Buchscan_D5CMJDJA.pdf;"{""pageIndex"":15,""rects"":[[43.75000224393957,72.941,296.985,218.088228113511]]}";Buchscan_D5CMJDJA.pdf;15;43.75000224393957,72.941,296.985,218.088228113511;43.75000224;72.941;296.985;218.0882281
D5CMJDJA;Praxishandbuch Medizin & Gesundheit: Wissen, Ratschläge, Selbsthilfe;2001;D3DF3FEN;741;C:\Users\annik\Zotero\storage\349EEBJF\Buchscan_D5CMJDJA.pdf;"{""pageIndex"":25,""rects"":[[390.375,474.958,555.875,704.958]]}";Buchscan_D5CMJDJA.pdf;25;390.375,474.958,555.875,704.958;390.375;474.958;555.875;704.958
D5CMJDJA;Praxishandbuch Medizin & Gesundheit: Wissen, Ratschläge, Selbsthilfe;2001;WH352QH5;755;C:\Users\annik\Zotero\storage\349EEBJF\Buchscan_D5CMJDJA.pdf;"{""pageIndex"":39,""rects"":[[34.542,271.5,563.542,614.5]]}";Buchscan_D5CMJDJA.pdf;39;34.542,271.5,563.542,614.5;34.542;271.5;563.542;614.5
D5CMJDJA;Praxishandbuch Medizin & Gesundheit: Wissen, Ratschläge, Selbsthilfe;2001;X3V7PXJ7;767;C:\Users\annik\Zotero\storage\349EEBJF\Buchscan_D5CMJDJA.pdf;"{""pageIndex"":51,""rects"":[[37.542,275.125,563.542,626.083]]}";Buchscan_D5CMJDJA.pdf;51;37.542,275.125,563.542,626.083;37.542;275.125;563.542;626.083
D5CMJDJA;Praxishandbuch Medizin & Gesundheit: Wissen, Ratschläge, Selbsthilfe;2001;SV2CRDVB;768;C:\Users\annik\Zotero\storage\349EEBJF\Buchscan_D5CMJDJA.pdf;"{""pageIndex"":52,""rects"":[[420.333,339.792,581.333,626.292]]}";Buchscan_D5CMJDJA.pdf;52;420.333,339.792,581.333,626.292;420.333;339.792;581.333;626.292
D5CMJDJA;Praxishandbuch Medizin & Gesundheit: Wissen, Ratschläge, Selbsthilfe;2001;HZXLAYPJ;768;C:\Users\annik\Zotero\storage\349EEBJF\Buchscan_D5CMJDJA.pdf;"{""pageIndex"":52,""rects"":[[17.833,57.458,181.833,329.958]]}";Buchscan_D5CMJDJA.pdf;52;17.833,57.458,181.833,329.958;17.833;57.458;181.833;329.958
D5CMJDJA;Praxishandbuch Medizin & Gesundheit: Wissen, Ratschläge, Selbsthilfe;2001;Z79ERN6J;769;C:\Users\annik\Zotero\storage\349EEBJF\Buchscan_D5CMJDJA.pdf;"{""pageIndex"":53,""rects"":[[24.833335876464844,301.125,307.333,560.625]]}";Buchscan_D5CMJDJA.pdf;53;24.833335876464844,301.125,307.333,560.625;24.83333588;301.125;307.333;560.625
D5CMJDJA;Praxishandbuch Medizin & Gesundheit: Wissen, Ratschläge, Selbsthilfe;2001;LQE9EICH;770;C:\Users\annik\Zotero\storage\349EEBJF\Buchscan_D5CMJDJA.pdf;"{""pageIndex"":54,""rects"":[[303.693,54,583.92,631.216]]}";Buchscan_D5CMJDJA.pdf;54;303.693,54,583.92,631.216;303.693;54;583.92;631.216
D5CMJDJA;Praxishandbuch Medizin & Gesundheit: Wissen, Ratschläge, Selbsthilfe;2001;N77ZYFTI;771;C:\Users\annik\Zotero\storage\349EEBJF\Buchscan_D5CMJDJA.pdf;"{""pageIndex"":55,""rects"":[[36.42,64.091,294.83,727.955]]}";Buchscan_D5CMJDJA.pdf;55;36.42,64.091,294.83,727.955;36.42;64.091;294.83;727.955
D5CMJDJA;Praxishandbuch Medizin & Gesundheit: Wissen, Ratschläge, Selbsthilfe;2001;WEYJZUBY;771;C:\Users\annik\Zotero\storage\349EEBJF\Buchscan_D5CMJDJA.pdf;"{""pageIndex"":55,""rects"":[[319.375,63.864,559.375,369.318]]}";Buchscan_D5CMJDJA.pdf;55;319.375,63.864,559.375,369.318;319.375;63.864;559.375;369.318
D5CMJDJA;Praxishandbuch Medizin & Gesundheit: Wissen, Ratschläge, Selbsthilfe;2001;5T5SKUWS;772;C:\Users\annik\Zotero\storage\349EEBJF\Buchscan_D5CMJDJA.pdf;"{""pageIndex"":56,""rects"":[[397.784,469.636,579.148,748.5]]}";Buchscan_D5CMJDJA.pdf;56;397.784,469.636,579.148,748.5;397.784;469.636;579.148;748.5
F7AHE692;Gesundheit für die ganze Familie: Symptome erkennen und richtig deuten;2002;KU97WZGH;4;C:\Users\annik\Zotero\storage\QIUGFTDJ\Buchscan_F7AHE692.pdf;"{""pageIndex"":3,""rects"":[[16.542,346.708,427.542,564.208]]}";Buchscan_F7AHE692.pdf;3;16.542,346.708,427.542,564.208;16.542;346.708;427.542;564.208
F7AHE692;Gesundheit für die ganze Familie: Symptome erkennen und richtig deuten;2002;68PAM39S;6;C:\Users\annik\Zotero\storage\QIUGFTDJ\Buchscan_F7AHE692.pdf;"{""pageIndex"":5,""rects"":[[313.92,53.693,595,570.511]]}";Buchscan_F7AHE692.pdf;5;313.92,53.693,595,570.511;313.92;53.693;595;570.511
F7AHE692;Gesundheit für die ganze Familie: Symptome erkennen und richtig deuten;2002;5ZJNWFMT;11;C:\Users\annik\Zotero\storage\QIUGFTDJ\Buchscan_F7AHE692.pdf;"{""pageIndex"":10,""rects"":[[394.375,55.057,567.557,301.8749944513494]]}";Buchscan_F7AHE692.pdf;10;394.375,55.057,567.557,301.8749944513494;394.375;55.057;567.557;301.8749945
CCKMC2J4;Le français médical: ein Lehr- und Übungsbuch für den Klinikalltag;2003;TCZR6WCS;36;C:\Users\annik\Zotero\storage\E9KMIQM2\Buchscan_CCKMC2J4.pdf;"{""pageIndex"":3,""rects"":[[80.482,454.405,533.372,782.85]]}";Buchscan_CCKMC2J4.pdf;3;80.482,454.405,533.372,782.85;80.482;454.405;533.372;782.85
RT463S37;Total normal: was du schon immer über Sex wissen wolltest;2003;JBW4CN5G;17;C:\Users\annik\Zotero\storage\BBYTN4IU\Buchscan_RT463S37.pdf;"{""pageIndex"":16,""rects"":[[201.518,618.533,364.036,741.273]]}";Buchscan_RT463S37.pdf;16;201.518,618.533,364.036,741.273;201.518;618.533;364.036;741.273
RT463S37;Total normal: was du schon immer über Sex wissen wolltest;2003;FFR6DUQF;17;C:\Users\annik\Zotero\storage\BBYTN4IU\Buchscan_RT463S37.pdf;"{""pageIndex"":16,""rects"":[[239.63,134.218,505.185,344.773]]}";Buchscan_RT463S37.pdf;16;239.63,134.218,505.185,344.773;239.63;134.218;505.185;344.773
52E4WI2V;"100.000 Jahre Sex: über Liebe, Fruchtbarkeit und Wollust ; [zur Ausstellung ""100.000 Jahre Sex - Über Liebe, Fruchtbarkeit und Wollust""]";2004;NJNHBEJM;75;C:\Users\annik\Zotero\storage\3CVBX88H\Buchscan_52E4WI2V.pdf;"{""pageIndex"":55,""rects"":[[477.1691154031193,38.279,733.493,571.882]]}";Buchscan_52E4WI2V.pdf;55;477.1691154031193,38.279,733.493,571.882;477.1691154;38.279;733.493;571.882
52E4WI2V;"100.000 Jahre Sex: über Liebe, Fruchtbarkeit und Wollust ; [zur Ausstellung ""100.000 Jahre Sex - Über Liebe, Fruchtbarkeit und Wollust""]";2004;2EVJN93M;81;C:\Users\annik\Zotero\storage\3CVBX88H\Buchscan_52E4WI2V.pdf;"{""pageIndex"":61,""rects"":[[360.5,92.917,726,408.417]]}";Buchscan_52E4WI2V.pdf;61;360.5,92.917,726,408.417;360.5;92.917;726;408.417
8KEFJU23;Schmerzfrei durchs Leben: die wirksamsten Therapien, Medikamente, Selbsthilfemaßnahmem;2004;RAPYS2PC;12;C:\Users\annik\Zotero\storage\ZPYIFGPP\Buchscan_8KEFJU23.pdf;"{""pageIndex"":5,""rects"":[[19.081,249.522,260.846,418.934]]}";Buchscan_8KEFJU23.pdf;5;19.081,249.522,260.846,418.934;19.081;249.522;260.846;418.934
8KEFJU23;Schmerzfrei durchs Leben: die wirksamsten Therapien, Medikamente, Selbsthilfemaßnahmem;2004;8Y3EYCDT;14;C:\Users\annik\Zotero\storage\ZPYIFGPP\Buchscan_8KEFJU23.pdf;"{""pageIndex"":7,""rects"":[[272.316,49.904,526.875,249.316]]}";Buchscan_8KEFJU23.pdf;7;272.316,49.904,526.875,249.316;272.316;49.904;526.875;249.316
ZHWETETE;Anatomie und Physiologie;2006;QL85UF2T;1244;C:\Users\annik\Zotero\storage\B2ZB2DJA\Buchscan_ZHWETETE.pdf;"{""pageIndex"":4,""rects"":[[45,76.042,581,472.958]]}";Buchscan_ZHWETETE.pdf;4;45,76.042,581,472.958;45;76.042;581;472.958
ZHWETETE;Anatomie und Physiologie;2006;JD56LKD2;1245;C:\Users\annik\Zotero\storage\B2ZB2DJA\Buchscan_ZHWETETE.pdf;"{""pageIndex"":5,""rects"":[[14.5,84.708,541,449.708]]}";Buchscan_ZHWETETE.pdf;5;14.5,84.708,541,449.708;14.5;84.708;541;449.708
ZHWETETE;Anatomie und Physiologie;2006;M4PRXFZY;1254;C:\Users\annik\Zotero\storage\B2ZB2DJA\Buchscan_ZHWETETE.pdf;"{""pageIndex"":14,""rects"":[[40.817,78.135,535.24,482.558]]}";Buchscan_ZHWETETE.pdf;14;40.817,78.135,535.24,482.558;40.817;78.135;535.24;482.558
ZHWETETE;Anatomie und Physiologie;2006;ZVR33VNC;1255;C:\Users\annik\Zotero\storage\B2ZB2DJA\Buchscan_ZHWETETE.pdf;"{""pageIndex"":15,""rects"":[[285.433,551.25,535.24,766.442]]}";Buchscan_ZHWETETE.pdf;15;285.433,551.25,535.24,766.442;285.433;551.25;535.24;766.442
ZHWETETE;Anatomie und Physiologie;2006;KXKCSKJM;1256;C:\Users\annik\Zotero\storage\B2ZB2DJA\Buchscan_ZHWETETE.pdf;"{""pageIndex"":16,""rects"":[[54.087,422.971,571.587,764.51]]}";Buchscan_ZHWETETE.pdf;16;54.087,422.971,571.587,764.51;54.087;422.971;571.587;764.51
ZHWETETE;Anatomie und Physiologie;2006;GRWVKMJB;1258;C:\Users\annik\Zotero\storage\B2ZB2DJA\Buchscan_ZHWETETE.pdf;"{""pageIndex"":18,""rects"":[[5.063,130.5,575.063,761.813]]}";Buchscan_ZHWETETE.pdf;18;5.063,130.5,575.063,761.813;5.063;130.5;575.063;761.813
ZHWETETE;Anatomie und Physiologie;2006;U6A4RNQV;1259;C:\Users\annik\Zotero\storage\B2ZB2DJA\Buchscan_ZHWETETE.pdf;"{""pageIndex"":19,""rects"":[[37.933,296.692,319.471,770.298]]}";Buchscan_ZHWETETE.pdf;19;37.933,296.692,319.471,770.298;37.933;296.692;319.471;770.298
AR84UXVG;"Taschenatlas Ohrakupunktur nach Nogier-Bahr: Grundlagen - Lokalisationen - Indikationen ; 60 Tabellen ; [nach den Ausbildungsrichtlinien der Deutschen Akademie für Akupunktur und Aurikulomedizin (DAAAM), München]";2008;D5SHFFEX;81;C:\Users\annik\Zotero\storage\46VQNP2Z\Buchscan_AR84UXVG.pdf;"{""pageIndex"":4,""rects"":[[50.593,373.767,484.517,743.383]]}";Buchscan_AR84UXVG.pdf;4;50.593,373.767,484.517,743.383;50.593;373.767;484.517;743.383
AR84UXVG;"Taschenatlas Ohrakupunktur nach Nogier-Bahr: Grundlagen - Lokalisationen - Indikationen ; 60 Tabellen ; [nach den Ausbildungsrichtlinien der Deutschen Akademie für Akupunktur und Aurikulomedizin (DAAAM), München]";2008;C68LWVM3;83;C:\Users\annik\Zotero\storage\46VQNP2Z\Buchscan_AR84UXVG.pdf;"{""pageIndex"":6,""rects"":[[55.458,43.153,385.458,354.8194402058919]]}";Buchscan_AR84UXVG.pdf;6;55.458,43.153,385.458,354.8194402058919;55.458;43.153;385.458;354.8194402
QSC464IZ;"Kindesmisshandlung: medizinische Diagnostik, Intervention und rechtliche Grundlagen ; mit 60 Tabellen";2010;ETYT2TB2;12;C:\Users\annik\Zotero\storage\TZ6KZ2W6\Buchscan_QSC464IZ.pdf;"{""pageIndex"":9,""rects"":[[50.593,490.937,558.814,781.26]]}";Buchscan_QSC464IZ.pdf;9;50.593,490.937,558.814,781.26;50.593;490.937;558.814;781.26
QSC464IZ;"Kindesmisshandlung: medizinische Diagnostik, Intervention und rechtliche Grundlagen ; mit 60 Tabellen";2010;RCU3J2PJ;16;C:\Users\annik\Zotero\storage\TZ6KZ2W6\Buchscan_QSC464IZ.pdf;"{""pageIndex"":13,""rects"":[[22.663,123.18750381469717,274.663,773.937]]}";Buchscan_QSC464IZ.pdf;13;22.663,123.18750381469717,274.663,773.937;22.663;123.1875038;274.663;773.937
QSC464IZ;"Kindesmisshandlung: medizinische Diagnostik, Intervention und rechtliche Grundlagen ; mit 60 Tabellen";2010;554LA7KY;17;C:\Users\annik\Zotero\storage\TZ6KZ2W6\Buchscan_QSC464IZ.pdf;"{""pageIndex"":14,""rects"":[[316.65,129.75,581.15,497.75]]}";Buchscan_QSC464IZ.pdf;14;316.65,129.75,581.15,497.75;316.65;129.75;581.15;497.75
QSC464IZ;"Kindesmisshandlung: medizinische Diagnostik, Intervention und rechtliche Grundlagen ; mit 60 Tabellen";2010;NNDEI5WI;23;C:\Users\annik\Zotero\storage\TZ6KZ2W6\Buchscan_QSC464IZ.pdf;"{""pageIndex"":20,""rects"":[[67.958,53.472,312.125,763.333]]}";Buchscan_QSC464IZ.pdf;20;67.958,53.472,312.125,763.333;67.958;53.472;312.125;763.333
QSC464IZ;"Kindesmisshandlung: medizinische Diagnostik, Intervention und rechtliche Grundlagen ; mit 60 Tabellen";2010;K4RR82TN;24;C:\Users\annik\Zotero\storage\TZ6KZ2W6\Buchscan_QSC464IZ.pdf;"{""pageIndex"":21,""rects"":[[26.038,42.875,270.654,344.029]]}";Buchscan_QSC464IZ.pdf;21;26.038,42.875,270.654,344.029;26.038;42.875;270.654;344.029
QSC464IZ;"Kindesmisshandlung: medizinische Diagnostik, Intervention und rechtliche Grundlagen ; mit 60 Tabellen";2010;BHZE63WW;27;C:\Users\annik\Zotero\storage\TZ6KZ2W6\Buchscan_QSC464IZ.pdf;"{""pageIndex"":24,""rects"":[[54.308,538.567,571.231,761.837]]}";Buchscan_QSC464IZ.pdf;24;54.308,538.567,571.231,761.837;54.308;538.567;571.231;761.837
QSC464IZ;"Kindesmisshandlung: medizinische Diagnostik, Intervention und rechtliche Grundlagen ; mit 60 Tabellen";2010;7TU78KUB;27;C:\Users\annik\Zotero\storage\TZ6KZ2W6\Buchscan_QSC464IZ.pdf;"{""pageIndex"":24,""rects"":[[45.654,42.221,562.577,237.221]]}";Buchscan_QSC464IZ.pdf;24;45.654,42.221,562.577,237.221;45.654;42.221;562.577;237.221
QSC464IZ;"Kindesmisshandlung: medizinische Diagnostik, Intervention und rechtliche Grundlagen ; mit 60 Tabellen";2010;7PZ7USEZ;28;C:\Users\annik\Zotero\storage\TZ6KZ2W6\Buchscan_QSC464IZ.pdf;"{""pageIndex"":25,""rects"":[[28.346,36.106,284.5,386.875]]}";Buchscan_QSC464IZ.pdf;25;28.346,36.106,284.5,386.875;28.346;36.106;284.5;386.875
QSC464IZ;"Kindesmisshandlung: medizinische Diagnostik, Intervention und rechtliche Grundlagen ; mit 60 Tabellen";2010;BKCXC23I;29;C:\Users\annik\Zotero\storage\TZ6KZ2W6\Buchscan_QSC464IZ.pdf;"{""pageIndex"":26,""rects"":[[58.346,486.144,308.731,768.26]]}";Buchscan_QSC464IZ.pdf;26;58.346,486.144,308.731,768.26;58.346;486.144;308.731;768.26
